-1.700010 0.27883081
-1.6659099 0.28563339
-1.6318098 0.29238123
-1.5977097 0.29906991
-1.5636096 0.30569501
-1.5295095 0.31225217
-1.4954094 0.31873704
-1.4613093 0.32514531
-1.4272092 0.33147273
-1.3931091 0.33771508
-1.359009 0.34386817
-1.3249089 0.34992788
-1.2908088 0.35589016
-1.2567087 0.36175097
-1.2226086 0.36750638
-1.1885085 0.37315249
-1.1544084 0.37868547
-1.1203083 0.38410159
-1.0862082 0.38939715
-1.0521081 0.39456855
-1.018008 0.39961227
-0.9839079 0.40452487
-0.9498078 0.40930298
-0.9157077 0.41394334
-0.8816076 0.41844276
-0.8475075 0.42279815
-0.8134074 0.42700653
-0.7793073 0.43106499
-0.7452072 0.43497073
-0.7111071 0.43872108
-0.6770070 0.44231342
-0.6429069 0.44574529
-0.6088068 0.44901431
-0.5747067 0.45211821
-0.5406066 0.45505485
-0.5065065 0.45782219
-0.4724064 0.4604183
-0.4383063 0.46284139
-0.4042062 0.46508977
-0.3701061 0.46716187
-0.336006 0.46905627
-0.3019059 0.47077163
-0.2678058 0.47230677
-0.2337057 0.47366061
-0.1996056 0.47483221
-0.1655055 0.47582075
-0.1314054 0.47662555
-0.0973053 0.47724605
-0.0632052 0.4776818
-0.0291051 0.47793252
0.004995  0.47799801
0.0390951 0.47787824
0.0731952 0.4775733
0.1072953 0.47708338
0.1413954 0.47640884
0.1754955 0.47555015
0.2095956 0.4745079
0.2436957 0.47328282
0.2777958 0.47187576
0.3118959 0.47028771
0.345996 0.46851977
0.3800961 0.46657317
0.4141962 0.46444927
0.4482963 0.46214954
0.4823964 0.45967558
0.5164965 0.45702911
0.5505966 0.45421198
0.5846967 0.45122612
0.6187968 0.44807362
0.6528969 0.44475665
0.686997 0.44127752
0.7210971 0.43763862
0.7551972 0.43384248
0.7892973 0.42989171
0.8233974 0.42578904
0.8574975 0.42153729
0.8915976 0.41713938
0.9256977 0.41259835
0.9597978 0.4079173
0.9938979 0.40309945
1.027998 0.39814809
1.0620981 0.3930666
1.0961982 0.38785845
1.1302983 0.3825272
1.1643984 0.37707646
1.1984985 0.37150994
1.2325986 0.36583142
1.2666987 0.36004472
1.3007988 0.35415377
1.3348989 0.34816254
1.368999 0.34207504
1.4030991 0.33589537
1.4371992 0.32962767
1.4712993 0.32327612
1.5053994 0.31684496
1.5394995 0.31033847
1.5735996 0.30376096
1.6076997 0.29711678
1.6417998 0.29041031
1.6758999 0.28364597
1.71 0.27682819
